Report_Date,business_date,batch_timestamp,account_uuid,plan_uuid,schedule_id,institution_id,Product_ID,error
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,8ff83b9d-97ae-42fe-a9ce-0d3ddf46d926,95c92fa5-fa42-4ca2-a741-f462d350418a,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,2cb811eb-b249-4567-a6c6-c62d6e5e690d,2b74acc8-46a8-4eb5-9ade-795324b14108,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,f9b45daf-6823-4f01-a4f4-fd91e525bb6f,68565e95-ca87-4da4-9925-ddcd96f352de,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,f9b45daf-6823-4f01-a4f4-fd91e525bb6f,1c911013-d5c4-4f82-b09e-ce65d6b928f3,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,f9b45daf-6823-4f01-a4f4-fd91e525bb6f,68565e95-ca87-4da4-9925-ddcd96f352de,2,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,71da9e8c-0c2c-4290-bc6f-1b471535fd6c,f0bd5116-06f8-4ac9-a6cc-585eef6305a2,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,2dbc64df-2227-4370-a6b9-ecd1e6f8cc06,0c9fdebd-67e3-4141-8423-b6eb8bebbc0c,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,27c615df-4c77-466b-ab0c-96360c389a13,e537e152-a373-48f2-9b52-09fc6d12491e,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,ba05f6dd-9c57-48ca-8032-3611f902d8fc,e980f40a-5a7b-419d-ad83-26cbf510dd96,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,923d2577-0297-4be9-a226-578cf1f467fb,4842f0c9-0bb7-46cf-b3cd-779b9b7cdb23,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,ac38980f-74f1-4b8f-b71e-c362b96bb118,487b129c-739b-4b65-88d8-15423feef47d,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,2dbc64df-2227-4370-a6b9-ecd1e6f8cc06,c8bbb40f-9bb0-40d0-b595-d0e27c237707,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,27c615df-4c77-466b-ab0c-96360c389a13,a5d7f362-e798-4897-9f4d-60e71a7d21d3,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,71da9e8c-0c2c-4290-bc6f-1b471535fd6c,47269c8a-45b0-4ef8-b34a-c2554d020e92,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,ba05f6dd-9c57-48ca-8032-3611f902d8fc,aec25b41-3706-48cc-8cdb-8a75ccc7605b,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,ac38980f-74f1-4b8f-b71e-c362b96bb118,03d1083a-fabc-4bf9-bcc7-b7c024cdf05f,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,923d2577-0297-4be9-a226-578cf1f467fb,933279a6-c8fb-45dc-adf8-7c7355a63bc5,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,cc284e9e-89ca-4793-8972-b604941b92cc,389e1fb8-20c6-4e65-8404-eea1698798f6,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,a0b4054e-4881-4ce9-bed9-0e7384642611,c7d78b5b-970c-4ab9-bd69-98df472f78de,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,cc284e9e-89ca-4793-8972-b604941b92cc,b2f446ed-8c83-42bb-99f4-23d11c94bb30,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,a0b4054e-4881-4ce9-bed9-0e7384642611,48396607-bb52-471c-9c03-cfc837d424f4,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,87b0f1c4-98e2-45a4-978d-e85d5086ad19,811c4c4f-7287-4e1a-9e0f-8f57930dea9e,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,87b0f1c4-98e2-45a4-978d-e85d5086ad19,a06c3c91-8a8e-45df-abad-01a3baf9ee1e,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,cb5141a7-6542-4f7f-be87-7d1ab4a57371,707d9d18-8b24-46ff-93cf-a10df4e7d26d,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,cb5141a7-6542-4f7f-be87-7d1ab4a57371,b3b0e5f8-fd15-4bbe-8b6b-d719775c1998,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,b34c7985-b119-4306-a12c-e5b87e0b6d54,92dee189-d0d7-4cc9-8c49-1d69926b968b,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,b34c7985-b119-4306-a12c-e5b87e0b6d54,4ab40620-47f8-44f5-831b-4a8a440d8304,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,fdffe0c4-204c-43aa-80cc-c715486db0ad,7a7d015c-ff71-4919-a103-146f2ae8e01c,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,fdffe0c4-204c-43aa-80cc-c715486db0ad,67c2859d-4751-42a9-bc97-a23f919f8212,1,6969,7131,CRS_COMPUTATION_ERROR
2018-02-06 17:36:05.040,2018-02-06,17:36:05.0400000,24f9e0e0-b5af-40db-abc5-7bf83aab8dc9,ec119d5e-cd0e-4cd7-be12-bde60085fac4,1,6969,7131,CRS_COMPUTATION_ERROR
